SRR10885256.1.1	NZ_KI913949_Leptolyngbya_sp._PCC_6406_:_G	79.487	273	54	2	2	273	484	755	4.57e-63	233
SRR10885256.1.1	AY790243_Acaryochloris_sp._CCMEE_5410_:_G	78.755	273	56	2	2	273	488	759	2.37e-60	224
SRR10885256.1.1	NR_115154_Acaryochloris_marina_MBIC11017_:_T,G	78.755	273	56	2	2	273	489	760	2.37e-60	224
SRR10885256.1.1	NZ_AWNH01000013_Leptolyngbya_sp._Heron_Island_J_:_G	77.941	272	60	0	2	273	476	747	2.88e-59	221
SRR10885256.1.1	AF320093_Halomicronema_excentricum_TFEP1_:_T	78.102	274	59	1	1	273	433	706	2.88e-59	221
SRR10885256.1.1	CP001344_Cyanothece_sp._PCC_7425_:_R,G	77.574	272	61	0	2	273	472	743	1.23e-57	216
SRR10885256.1.1	AB039011_Leptolyngbya_ectocarpi_PCC_7375_:_R,G	77.574	272	60	1	2	273	453	723	1.49e-56	213
SRR10885256.1.1	AF132783_Xenococcus_sp._PCC_7305_:_R,G	77.737	274	59	2	1	273	451	723	1.49e-56	213
SRR10885256.1.1	KF307598_Nodosilinea_nodulosa_UTEX_2910_:_T	77.206	272	62	0	2	273	421	692	1.49e-56	212
SRR10885256.1.1	X84809_Oculatella_subterranea_VRUC135_:_T	77.372	274	61	1	1	273	455	728	1.49e-56	212
SRR10885256.1.1	ABRV01000019_Synechococcus_sp._PCC_7335_:_R,G	77.656	273	59	2	2	273	475	746	5.21e-56	211
SRR10885256.1.1	JJML01000087_Neosynechococcus_sphagnicola_sy1_(Synechococcus_sp._CAUP_A_1101)_:_T,G	76.923	273	63	0	1	273	476	748	1.82e-55	209
SRR10885256.1.1	AF132931_Stanieria_cyanosphaera_PCC_7437_:_(T),R,G	77.372	274	60	2	1	273	454	726	1.82e-55	208
SRR10885256.1.1	JXCB01000007_Tolypothrix_campylonemoides_VB511288_:_G	76.557	273	64	0	1	273	451	723	6.35e-55	206
SRR10885256.1.1	AF132771_Cyanothece_sp._ATCC_51142_(=BH68)_:_G	76.557	273	64	0	1	273	451	723	2.22e-54	205
SRR10885256.1.1	AJ133163_Cylindrospermum_sp._PCC_7417_:_(t),R,G	76.557	273	64	0	1	273	455	727	2.22e-54	205
SRR10885256.1.1	ANFQ01000016_Geitlerinema_sp._PCC_7105_:_R,G	76.557	273	64	0	1	273	471	743	2.22e-54	205
SRR10885256.1.1	JXUO01000104__Synechococcus_spongiarum_142_:_G	77.186	263	60	0	11	273	486	748	2.22e-54	205
SRR10885256.1.1	NZ_AGJC02000001_Cyanothece_sp._ATCC_51472_(=BH63E)_:_G	76.557	273	64	0	1	273	476	748	2.22e-54	205
SRR10885256.1.1	AB039012_Nodosilinea_nodulosa_PCC_7104_(Leptolyngbya_sp.)_:_R,G	76.471	272	64	0	2	273	452	723	7.73e-54	203
SRR10885256.1.1	AB074509_Oscillatoria_nigro-viridis_PCC_7112_:_R,G	76.471	272	64	0	2	273	464	735	7.73e-54	203
SRR10885256.1.1	AF284803_Microcoleus_vaginatus_PCC_9802_:_G	76.471	272	64	0	2	273	436	707	7.73e-54	203
SRR10885256.1.1	AFJC01000029_Microcoleus_vaginatus_FGP-2_:_G	76.471	272	64	0	2	273	484	755	7.73e-54	203
SRR10885256.1.1	CP003591_Geitlerinema_sp._PCC_7407_:_R,G	76.471	272	64	0	2	273	473	744	7.73e-54	203
SRR10885256.1.1	JX401929_Nodosilinea_(Leptolyngbya)_sp._KIOST-1_:_G	76.471	272	64	0	2	273	460	731	7.73e-54	203
SRR10885256.1.1	LM651414_Tychonema_bornetii_NIVA_CYA_60_:_R	76.471	272	64	0	2	273	398	669	7.73e-54	203
SRR10885256.1.1	JN712770_Haloleptolyngbya_alcalis_KR2005/106_(=UTEX_B_ZZ879)_:_T	76.923	273	61	2	2	273	426	697	2.70e-53	202
SRR10885256.1.1	JRFE01000052_Myxosarcina_sp._GI1_:_G	76.923	273	61	2	1	272	474	745	2.70e-53	202
SRR10885256.1.1	AJ133162_Anabaena_sp._PCC_7108_:_R,G	76.190	273	65	0	1	273	457	729	9.42e-53	200
SRR10885256.1.1	AB039000_Gloeocapsa_sp._PCC_73106_:_R,G	77.007	274	60	3	1	273	452	723	9.42e-53	200
SRR10885256.1.1	AF448081_Synechococcus_sp._PCC_6312_:_R,G	76.364	275	59	2	2	273	454	725	9.42e-53	200
SRR10885256.1.1	AJ000724_Halothece_californica_MPI_96P605_:_T	76.190	273	65	0	1	273	470	742	9.42e-53	200
SRR10885256.1.1	AP008231_Synechococcus_elongatus_PCC_6301_:_R,G_	76.806	263	61	0	11	273	489	751	9.42e-53	200
SRR10885256.1.1	CP000100_Synechococcus_elongatus_PCC_7942_:_r,G	76.806	263	61	0	11	273	490	752	9.42e-53	200
SRR10885256.1.1	CP006471_Synechococcus_sp._UTEX_2973_(mutant_of_UTEX_625)_:_G	76.806	263	61	0	11	273	485	747	9.42e-53	200
SRR10885256.1.1	JENA01000091_Synechococcus_spongiarum_SH4_:_G	76.806	263	61	0	11	273	481	743	9.42e-53	200
SRR10885256.1.1	JYFQ01000001_Synechococcus_spongiarum_15L_:_G	76.806	263	61	0	11	273	486	748	9.42e-53	200
